pseudorange,snr,doppler
-0.01932197471549099,29.45287842496426,0.008403928528267055
-0.06923733627801479,29.531106065733617,-0.006525645504178099
-0.014535804757922613,29.56911503416373,0.02078597908013225
0.18956428667657282,30.750007888935556,0.03280558738612143
0.17281834141979277,29.44549983318915,0.03509180111912213
0.2458639170374828,30.146015612674923,0.054551395180482354
0.2635556175940047,30.124386662009417,0.05758805060341736
0.29725428399727477,30.790348457644534,0.08426589868775253
0.2694857103941885,30.57302992017714,0.13572196567137929
0.37867342656441283,31.543325243458025,0.11518041111220939
0.4217659254617262,30.15800023550357,0.07044170574337905
0.4266426488458538,31.518605644167867,0.09453981548434046
0.32795173369229635,30.72459155107903,0.1284077831627633
0.4539227781513521,31.16584812483102,0.10442122561453171
0.497466660075734,31.21170146044935,0.08707650356658382
0.40754503334757874,31.485018506771794,0.06431425281244896
0.4173026616642005,31.868836780325754,0.08079120763026254
0.5991362027012685,31.045891263514285,0.06912118804888083
0.47575183238693886,31.441555440699272,0.10290552073099049
0.46145970828620586,31.176742418094463,0.07622135403543105
0.4872023807416472,31.448730628075044,0.09802110336482953
0.5287975811613627,30.68808612274133,0.04565275993327446
0.4290438854823483,31.152242876204788,0.018639844955075393
0.5168374560693498,32.045515995557025,0.05532668965959646
0.49322992627072115,30.785361878012413,0.010541953472954262
0.48132837097459424,32.12933725796944,0.01091567559343264
0.45366726268628454,32.2503191137083,-0.030873996069915175
0.41500185848112814,31.857268775917532,-0.04959226884185494
0.3884547727948805,31.454717247086823,-0.030859312991015707
0.4031101251044498,31.822451914582693,-0.05466289076509608
0.45579997460162547,31.103344753527896,-0.057378358856819474
0.33270276209640065,31.159973252382507,-0.0924203225105367
0.3312206258234431,32.21666655713691,-0.025757674217932597
0.32359640254885014,31.31548407377271,-0.07992903995799785
0.3127255912912387,30.678481723811622,-0.07032573280376206
0.2951256458378318,32.31235207556742,-0.12637258605877233
0.24174936236204442,31.719811802121132,-0.07473856068966128
0.22482901155540397,31.7011515965419,-0.12057015054553943
0.10103592560410232,31.496506261782216,-0.10030977530824182
0.2039138534010816,33.25750272649658,-0.08990515085807763
0.021866829425466777,31.17935958096804,-0.1048545109063014
0.066469884219901,31.391979649751352,-0.0931392742253473
0.01196305327710552,30.781907411640496,-0.06714037320509797
-0.0269955217703626,32.418775133632806,-0.07077672233642396
-0.0007551779958437227,31.783523579068717,-0.08943180794125749
-0.09359274854106692,32.17947558614226,-0.06098931351582855
-0.19227332135424907,32.623957071915775,-0.07373774471625265
-0.14576919412479195,31.889074028573106,-0.050997211435006476
-0.2422608343219799,31.212036615202777,-0.033301729052833774
-0.17660316392422543,31.65145024240132,-0.01930512168928423
-0.3134575680989076,31.92069857953595,0.013246862130220423
-0.40107606285649067,31.746627715186563,0.030335431193665705
-0.3559028609362442,31.6620042601432,0.0053228284991207984
-0.37064130142090335,31.719848456004893,0.05217577638829217
-0.40174428767265163,31.50845791028612,0.0415521495254815
-0.42070190243468686,32.96213471069881,0.015678993891756067
-0.4842680667194789,31.37466052750742,0.06781633876231521
-0.4001302293843322,31.204466201350357,0.08559506601011525
-0.4811662531134916,32.29306998497739,0.0388569506728224
-0.5123460736964867,31.881900437755544,0.08936557184047332
-0.5134909683813093,31.118928294421067,0.05325322798489645
-0.418457214479251,31.1521386617039,0.0726427006853296
-0.5155809241541547,31.559554977094724,0.08630412155672545
-0.5264253996929059,31.517268742834037,0.09984129876202764
3.382924843561735,23.413358403868354,0.09446284247755288
3.4872065746035594,23.24099170913056,0.07423578090091726
3.5471075905313953,22.838271583132432,0.09122128228069579
3.535298125910149,22.562485708322683,0.06525532046841911
3.535955750402677,23.257560387911003,0.08744990421223633
3.5126980320098014,22.97103349928202,0.07133480803183598
3.58879586196349,23.2595635055242,0.06266014874831301
3.595284436186037,22.87835446848223,0.06536023581821465
3.68310599860865,23.20438448442452,0.06502024089563126
3.599410410809227,22.670574377231898,0.033344391117004005
3.5996798909671286,23.295124878479243,0.017608944537176544
3.687938488731571,22.918747121042212,0.003747359107893658
3.6775544773565367,23.27554682971647,0.011604670718925528
3.6993150437195723,22.798714883053915,-0.013471633908838161
3.8193116996297762,22.730021619820278,-0.022946554235415355
3.7392809164007756,22.48698139011611,-0.039241587859178695
3.845132001485002,22.34332093968591,-0.07390784219005166
3.8874350512253764,22.38749935113486,-0.05108836736235989
3.93504272913146,22.77512492102969,-0.05233427503264664
3.8739372777276047,22.826801035015283,-0.10956992535766732
4.007641653410914,22.47958584071762,-0.06688619934338798
4.019886439830441,22.112981130100295,-0.07818727246084958
